"source-path";"source-operation";"target-path";"target-operation";"calls"
"lib_core.test_multiarray";"test_error_pointer_type";"distutilstests.test_ccompiler_opt";"assert_raises_regex";"1"
"lib_core.test_multiarray";"test_partition_iterative";"libtests.test_regression";"d.argpartition";"1"
"f2pytests.test_parameter";"test_constant_compound_int";"omma.core";"np.allclose";"1"
"libtests.test_loadtxt";"test_comment_multichar_error_with_quote";"libtests.test_regression";"pytest.raises";"2"
"libtests.test_twodim_base";"test_basic";"omma.core";"np.array";"2"
"tedistutils.ccompiler_opt";"__init__";"lib_core.test_ufunc";"hasattr";"6"
"distutilsfcompiler.none";"find_executables";"tedistutils.log";"log.set_verbosity";"1"
"lib_core.test_ufunc";"test_signature2";"libtests.test_arrayterator";"umt.test_signature";"1"
"distutilscommand.build_ext";"report";"omlib._npyio_impl";"clibs.get";"1"
"liblinalg._linalg";"solve";"lib_core.test_ufunc";"errstate";"1"
"lib_core.test_datetime";"test_string_parser_error_check";"randomtests.test_smoke";"np.dtype";"42"
"lib_core.test_multiarray";"test_native_padding_3";"randomtests.test_smoke";"np.dtype";"4"
"lib_core.test_shape_base";"test_block_mixed_1d_and_2d";"omma.core";"np.array";"2"
"libtests.test_arraysetops";"test_manyways";"omma.extras";"intersect1d";"1"
"libtests.test_format";"test_large_header";"lib_core.test_ufunc";"BytesIO";"2"
"lib_core.einsumfunc";"_parse_einsum_input";"numpy.matlib";"operands.operands.replace";"1"
"libtests.test_function_base";"test_weibull_fraction";"tedistutils.ccompiler_opt";"np.quantile";"2"
"lif2py.symbolic";"__add__";"omma.core";"max";"1"
"randomtests.test_generator_mt19937";"test_negative_binomial";"distutilstests.test_ccompiler_opt";"assert_raises";"6"
"lib_core.test_numeric";"test_set";"libtests.test_regression";"np.seterr";"5"
"f2pytests.test_size";"test_transpose";"omma.core";"np.array";"1"
"lib_core.test_api";"test_array_array";"tedistutils.mingw32ccompiler";"type";"4"
"libtests.test_arraysetops";"test_unique_array_api_functions";"_core";"len";"2"
"testing_private.utils";"check_free_memory";"omlib._npyio_impl";"os.environ.get";"1"
"typingtests.fromnumeric";"__float__";"omma.core";"np.size";"5"
"lib_core.test_stringdtype";"test_copy";"numpy.polynomial.tests.test_hermite_e";"self.get_view";"1"
"lib_core.test_multiarray";"test_vecself";"numpy.matlib";"np.zeros";"1"
"libtests.test_shape_base";"test_3d";"libtests.test_regression";"np.arange";"1"
"libtests.test_recfunctions";"test_solo";"omma.core";"np.array";"1"
"numpy.polynomial.tests.test_chebyshev";"test_chebvander3d";"omma.core";"np.dot";"1"
"matrixlibtests.test_defmatrix";"test_scalar_type_pow";"lib_core.test_ufunc";"scalar_t";"1"
"lif2py.symbolic";"__add__";"testing_private.utils";"dict";"1"
"lib_core.records";"__new__";"numpy.polynomial.tests.test_hermite_e";"format_parser";"1"
"omtests.test_extras";"test_keepdims_out";"numpy.matlib";"np.zeros";"1"
"lib_core.test_datetime";"test_datetime_string_conversion";"libtests.test_regression";"dt_a.astype";"3"
"randomtests.test_random";"test_int64_uint64_corner_case";"libtests.test_regression";"np.uint64";"1"
"distutilscommand.build_src";"build_npy_pkg_config";"numpy.polynomial.tests.test_hermite_e";"self.distribution.data_files.append";"1"
"lib_core.test_function_base";"test_start_stop_array_scalar";"omma.core";"array";"6"
"numpy.polynomial.hermite";"hermroots";"liblinalg._linalg";"la.eigvals";"1"
"lib_core.test_datetime";"test_datetime_prefix_conversions";"libtests.test_regression";"zip";"1"
"omlib._ufunclike_impl";"fix";"lib_core.test_multiarray.x";"nx.ceil";"1"
"lib_core.test_indexing";"test_reverse_strides_and_subspace_bufferinit";"omma.core";"np.arange.reshape";"1"
"omlib._datasource";"__getitem__";"libtests.test_regression";"_FileOpeners";"1"
"libtests.test__version";"test_dev0_a_b_rc_mixed";"libtests.test_regression";"NumpyVersion";"2"
"lib_core.test_numeric";"test_type_cast_02";"numpy.polynomial.tests.test_hermite_e";"self._generate_int_data";"1"
"omma.core";"__call__";"numpy.polynomial.tests.test_hermite_e";"_frommethod";"24"
"liblinalg._linalg";"eig";"lib_core.test_ufunc";"EigResult";"1"
"lib_core.test_dtype";"test_metadata_rejects_nondict";"distutilstests.test_ccompiler_opt";"assert_raises";"3"
"libtests.test_mixins";"__array_ufunc__";"tedistutils.mingw32ccompiler";"type";"5"
"lib_core.test_ufunc";"test_signature4";"omma.testutils";"assert_equal";"5"
"distutilscommand.build_ext";"build_extension";"py_utils._inspect";"join";"1"
"omlib._datasource";"exists";"numpy.polynomial.tests.test_hermite_e";"self._isurl";"1"
"distutilsfcompiler.__init__";"show_fcompilers";"libtests.test_regression";"pretty_printer.print_help";"3"
"f2pytests.util";"build_module";"omlib._npyio_impl";"get_temp_module_name";"1"
"testing_private.utils";"func_assert_same_pos";"libtests.test_regression";"np.isnan";"1"
"omlib._npyio_impl";"load";"lib_core.test_ufunc";"contextlib.ExitStack";"1"
"lib_core.test_umath";"test_types";"omma.core";"np.array";"2"
"numpy.polynomial.chebyshev";"chebpow";"omlib._twodim_base_impl";"range";"1"
"lib_core.test_overrides";"test_no_array_function_like";"numpy.polynomial.tests.test_hermite_e";"np_func";"1"
"omma.core";"prod";"lib_core.test_ufunc";"result.__setmask__";"1"
"libtests.test_function_base";"test_frompyfunc_leaks";"numpy.polynomial.tests.test_hermite_e";"pytest.mark.skipif";"2"
"lib_core.test_multiarray";"test_squeeze";"omma.testutils";"assert_equal";"3"
"tedistutils.ccompiler_opt";"feature_is_exist";"libtests.test_regression";"name.isupper";"1"
"lib_core.test_nditer";"test_partial_iteration_error";"lib_core.test_ufunc";"next";"2"
"lib_core.test_defchararray";"test_ljust";"omma.core";"assert_array_equal";"3"
"linalgtests.test_linalg";"test_basic_function_with_dynamic_programming_optimization";"omma.core";"multi_dot";"1"
"ffttests.test_pocketfft";"test_s_negative_1";"libtests.test_regression";"op";"1"
"lib_core.test_mem_overlap";"test_internal_overlap_manual";"omlib._twodim_base_impl";"as_strided";"8"
"tedistutils.cpuinfo";"__get_nbits";"libtests.test_regression";"re.compile.search";"1"
"lib_core.arrayprint";"from_data";"lib_core.test_ufunc";"SubArrayFormat";"1"
"omlib._nanfunctions_impl";"nanmax";"numpy.polynomial.tests.test_hermite_e";"np.fmax.reduce";"1"
"numpy.polynomial.tests.test_hermite_e";"test_hermeval3d";"numpy.matlib";"np.ones";"1"
"pycore.umath";"__getattr__";"tedistutils.log";"_raise_warning";"1"
"lib_core.test_multiarray";"test_truncate";"omma.testutils";"assert_equal";"1"
"omlib._utils_impl";"info";"_core";"len";"2"
"omfft._pocketfft";"hfft";"numpy.polynomial.tests.test_hermite_e";"irfft";"1"
"omtests.test_subclassing";"__next__";"tedistutils.mingw32ccompiler";"type";"1"
"omtests.test_core";"test_extremum_fill_value_subdtype";"numpy.polynomial.tests.test_hermite_e";"minimum_fill_value";"2"
"distutilscommand.build_clib";"run";"tedistutils.ccompiler";"new_compiler";"1"
"numpy.polynomial.tests.test_printing";"test_set_default_printoptions";"omma.testutils";"assert_equal";"4"
"lib_core.test_numeric";"test_dunder_round";"omma.extras";"isinstance";"3"
"libtests.test_function_base";"test_datetime64";"omlib._function_base_impl";"gradient";"1"
"numpy.polynomial.polyutils";"_as_int";"libtests.test_regression";"TypeError";"1"
"tedistutils.misc_util";"get_mathlibs";"omlib._twodim_base_impl";"line.line.strip";"1"
"omtests.test_old_ma";"test_testArithmetic";"_core";"abs";"2"
"lib_core.test_ufunc";"test_ufunc_types";"randomtests.test_smoke";"np.dtype";"2"
"lib_core._dtype";"_is_packed";"numpy.polynomial.tests.test_hermite_e";"_unpack_field";"1"
"numpy.polynomial.legendre";"legcompanion";"numpy.matlib";"np.zeros";"1"
"lib_core.test_numerictypes";"test_list_of_tuple";"liblinalg._linalg";"normalize_descr";"1"
"lib_core.defchararray";"array";"omma.mrecords";"val.view";"1"
"omtests.test_extras";"test_setxor1d";"omma.core";"assert_array_equal";"1"
"libtests.test_function_base";"test_prepend";"numpy.matlib";"np.zeros";"1"
"libtests.test_recfunctions";"test_masked_flexible";"omma.testutils";"assert_equal";"1"
"lib_core.numeric";"tensordot";"omma.core";"a.transpose.reshape";"1"
"f2pytests.test_docs";"test_asterisk2";"omlib._npyio_impl";"getattr";"1"
"lib_core.test_ufunc";"test_ufunc_at_inner_loops";"numpy.polynomial.tests.test_hermite_e";"ufunc.at";"1"
"lif2py.crackfortran";"solve_v";"lib_core.records";"list";"1"
"libtests.test_recfunctions";"test_structured_to_unstructured";"randomtests.test_smoke";"np.dtype";"2"
"omtests.test_mrecords";"test_setslices_hardmask";"libtests.test_regression";"TypeError";"1"
"randomtests.test_generator_mt19937";"test_shuffle_custom_axis_empty";"omma.core";"assert_array_equal";"1"
"lib_core.arrayprint";"_extendLine_pretty";"omma.core";"max";"1"
"randomtests.test_random";"test_array";"omma.testutils";"assert_equal";"4"
"omma.core";"mean";"libtests.test_regression";"super";"1"
"libtests.test_stride_tricks";"test_2d";"omma.core";"assert_array_equal";"1"
"omma.core";"__array_finalize__";"numpy.polynomial.tests.test_hermite_e";"MaskedArray.__array_finalize__";"1"
"lib_core.defchararray";"array";"omma.core";"asnarray";"2"
"pycore.multiarray";"__getattr__";"omlib._twodim_base_impl";"AttributeError";"1"
"distutilsfcompiler.gnu";"_link_wrapper_lib";"distutilsfcompiler.gnu";"is_win64";"2"
"lib_core.test_umath";"assert_complex_equal";"_core";"len";"1"
"omlib._polynomial_impl";"roots";"lib_core.fromnumeric";"NX.nonzero";"1"
"lib_core.test_umath";"test_float_remainder_errors";"numpy.polynomial.tests.test_hermite_e";"pytest.mark.skipif";"2"
"f2pytests.test_array_from_pyobj";"is_intent_exact";"numpy.polynomial.tests.test_hermite_e";"self.is_intent";"1"
"lib_core.test_multiarray";"test_gh_22683";"omma.core";"np.array";"1"
"omma.core";"argmin";"numpy._core";"bool";"1"
"tedistutils.cpuinfo";"_is_IP28";"numpy.polynomial.tests.test_hermite_e";"self.__machine";"1"
"lib_core.test_ufunc";"test_partial_signature_mismatch_with_cache";"libtests.test_regression";"np.uint64";"2"
"numpy.polynomial.tests.test_hermite_e";"test_hermegrid3d";"numpy.polynomial.hermite_e";"herme.hermegrid3d";"2"
"libtests.test_shape_base";"test_index_split_high_bound";"omma.core";"array_split";"1"
"libtests.test_io";"test_binary_load";"libtests.test_regression";"temppath";"1"
"randomtests.test_generator_mt19937";"test_choice_large_sample";"libtests.test_regression";"actual.byteswap";"1"
"omtests.test_extras";"test_setxor1d_unique";"omma.extras";"setxor1d";"3"
"lib_core.test_mem_overlap";"do_reduceat";"_core";"len";"2"
"matrixlibtests.test_regression";"mul";"distutilstests.test_ccompiler_opt";"assert_raises";"1"
"numpy.polynomial.tests.test_hermite";"test_hermgrid3d";"libtests.test_regression";"np.einsum";"1"
"randomtests.test_generator_mt19937";"test_empty_outputs";"numpy.matlib";"random.multinomial";"3"
"lib_core.test_umath";"test_logical_not";"numpy.matlib";"np.ones";"2"
"randomtests.test_random";"test_noncentral_chisquare";"distutilstests.test_ccompiler_opt";"assert_raises";"4"
"omtests.test_mrecords";"test_get";"numpy.polynomial.tests.test_hermite_e";"mbase_first.tolist";"1"
"testingtests.test_utils";"foo";"omlib._function_base_impl";"a.copy";"4"
"tedistutils.cpuinfo";"__init__";"lif2py.auxfuncs";"str";"1"
"omma.core";"__call__";"lib_core.test_ufunc";"set";"1"
"distutilsfcompiler.__init__";"get_f77flags";"numpy.__config__";"show_fcompilers";"1"
"omtests.test_subclassing";"test_subclass_repr";"libtests.test_regression";"np.arange";"1"
"lib_core.test_numeric";"test_ip_isclose_allclose";"numpy.polynomial.tests.test_hermite_e";"self._setup";"1"
"testing_private.extbuild";"build";"lif2py.auxfuncs";"str";"1"
"lib_core.test_numeric";"test_positive";"libtests.test_regression";"np.binary_repr";"3"
"randomtests.test_randomstate";"test_unsupported_type";"distutilstests.test_ccompiler_opt";"assert_raises";"1"
"lib_core.fromnumeric";"_cumulative_func";"libtests.test_regression";"np.concat";"1"
"omtests.test_public_api";"test_all_modules_are_expected";"numpy.polynomial.tests.test_hermite_e";"pytest.mark.filterwarnings";"1"
"libtests.test_histograms";"test_rightmost_binedge";"distutilstests.test_ccompiler_opt";"assert_";"8"
"lib_core.test_umath";"test_outer_exceeds_maxdims";"numpy.matlib";"np.ones";"1"
"libtests.test_function_base";"test_string_ticket_1892";"omma.testutils";"assert_equal";"1"
"omtests.test_core";"test_varstd";"omma.core";"mX.compressed.var";"5"
"lib_core.test_dtype";"test_datetime";"numpy.polynomial.tests.test_hermite_e";"self.check_pickling";"2"
"libtests.test_ufunclike";"test_fix";"numpy.polynomial.tests.test_hermite_e";"fix";"3"
"lib_core.test_getlimits";"test_regression_gh23108";"numpy.polynomial.tests.test_hermite_e";"np.float32";"1"
"libtests.test_format";"test_python2_python3_interoperability";"tedistutils.log";"pytest.warns";"1"
"lif2py.auxfuncs";"applyrules";"numpy.polynomial.tests.test_hermite_e";"cfuncs.append_needs";"1"
"lib_core.test_multiarray";"test_empty_structure_creation";"omma.core";"np.array";"2"
"lib_core.multiarray";"result_type";"numpy.polynomial.tests.test_hermite_e";"array_function_from_c_func_and_dispatcher";"1"
